First level,Domain/Workflow/...,Second Level,Third Level,V2 Section,V2 Section Names,v2+ HTML Page,v2+ Group Type,v2+ Group Section,Comments
,,,,4.4.21,ORX – General Order Message with Document Payload Acknowledgement Message (Event O58) ,Message - General Clinical Order with Supporting Document,Message,Tab - ORX^O58 Interaction,
,,,,4.4.19,OSU - Order Status Update Acknowledgement (Event O052),Message - General Clinical Order with Supporting Document,Message,Text,
,,,,4.4.19,OSU - Order Status Update Acknowledgement (Event O052),Message - General Clinical Order with Supporting Document,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Status Update Acknowledgement (Event O052),Message - General Clinical Order with Supporting Document,Message,Tab - OSU Interaction,
,,,,7.3.1,ORU – Unsolicited Observation Message (Event R01),Message - Unsolicited Observation,Message,Text,
,,,,7.3.1,ORU – Unsolicited Observation Message (Event R01),Message - Unsolicited Observation,Message,Tab - ORU^R01^ORU_R01,
,,,,7.3.1,ORU – Unsolicited Observation Message (Event R01),Message - Unsolicited Observation,Message,Tab - ORU^R01 Interaction,
,,,,7.3.1,ORU – Unsolicited Observation Message (Event R01),Message - Unsolicited Observation,Message,Tab - ACK^R01^ACK,
,,,,7.3.1,ORU – Unsolicited Observation Message (Event R01),Message - Unsolicited Observation,Message,Tab - ACK^R01 Interaction,
,,,,7.3.4,ORU – Unsolicited Point-Of-Care Observation Message without Existing Order – Place an Order (Event R30),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Text,
,,,,7.3.4,ORU – Unsolicited Point-Of-Care Observation Message without Existing Order – Place an Order (Event R30),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ORU^R30^ORU_R30,
,,,,7.3.4,ORU – Unsolicited Point-Of-Care Observation Message without Existing Order – Place an Order (Event R30),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ORU^R30 Interaction,
,,,,7.3.4,ORU – Unsolicited Point-Of-Care Observation Message without Existing Order – Place an Order (Event R30),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ACK^R30^ACK,"We need to review as there acknowledgement choreography looks incorrect.  
Either the application level ACK needs to us ^R33 as there is an ORA^R33, OR it should be dropped to be similar with 7.3.12 R40."
,,,,7.3.7,ORA – Observation Report Acknowledgement (Event R33),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ORA^R33^ORA_R33,
,,,,7.3.7,ORA – Observation Report Acknowledgement (Event R33),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ORA^R33 Interaction,
,,,,7.3.7,ORA – Observation Report Acknowledgement (Event R33),Message - Unsolicited Point-Of-Care Observation without Existing Order – Place an Order,Message,Tab - ACK Interaction,
,,,,7.3.5,ORU – Unsolicited New Point-Of-Care Observation Message – Search for an Order (Event R31),Message - Unsolicited New Point-Of-Care Observation - Search for an Order ,Message,Text,
,,,,7.3.5,ORU – Unsolicited New Point-Of-Care Observation Message – Search for an Order (Event R31),Message - Unsolicited New Point-Of-Care Observation - Search for an Order ,Message,Tab - ORU^R31^ORU_R31,
,,,,7.3.5,ORU – Unsolicited New Point-Of-Care Observation Message – Search for an Order (Event R31),Message - Unsolicited New Point-Of-Care Observation - Search for an Order ,Message,Tab - ORU^R31 Interaction,
,,,,7.3.5,ORU – Unsolicited New Point-Of-Care Observation Message – Search for an Order (Event R31),Message - Unsolicited New Point-Of-Care Observation - Search for an Order ,Message,Tab - ACK^R31^ACK,
,,,,7.3.5,ORU – Unsolicited New Point-Of-Care Observation Message – Search for an Order (Event R31),Message - Unsolicited New Point-Of-Care Observation - Search for an Order ,Message,Tab - ACK^R31 Interaction,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Text,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Tab - ORU^R32^ORU_R32,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Tab - ORU^R32 Interaction,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Tab - ACK^R32^ACK,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Tab - ACK^R32 Interaction,
,,,,7.3.6,ORU – Unsolicited Pre-Ordered Point-Of-Care Observation (Event R32),Message - Unsolicited Pre-Ordered Point-Of-Care Observation,Message,Tab - ACK^R32^ACK,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Text,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ORU^R40^ORU_R40,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ORU^R40 Interaction,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ACK^R40^ACK,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ORA^R41^OR_R41,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ORA^R41 Interaction,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ACK^R41^ACK,
,,,,7.3.12,ORU – Unsolicited Alert Observation Message (Event R40) ,Message – Unsolicited Alert Observation,Message,Tab - ACK^R41 Interaction,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Text,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Tab - ORU^R42^ORU_R42,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Tab - ORU^R42 Interaction,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Tab - ACK^R42^ACK,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Tab - ACK^R42 Interaction,
,,,,7.3.14,ORU – Unsolicited Device Event Observation Message (Event R42),Message – Unsolicited Device Event Observation,Message,Tab - ACK^R42^ACK,
,,,,7.3.15,ORU – Unsolicited Patient-Device Association Observation Message (Event R43),Message – Unsolicited Patient-Device Association Observation,Message,Text,
,,,,7.3.15,ORU – Unsolicited Patient-Device Association Observation Message (Event R43),Message – Unsolicited Patient-Device Association Observation,Message,Tab - ORU^R43^ORU_R43,
,,,,7.3.15,ORU – Unsolicited Patient-Device Association Observation Message (Event R43),Message – Unsolicited Patient-Device Association Observation,Message,Tab - ORU^R43 Interaction,
,,,,7.3.15,ORU – Unsolicited Patient-Device Association Observation Message (Event R43),Message – Unsolicited Patient-Device Association Observation,Message,Tab - ACK^R43^ACK,
,,,,7.3.15,ORU – Unsolicited Patient-Device Association Observation Message (Event R43),Message – Unsolicited Patient-Device Association Observation,Message,Tab - ACK^R43 Interaction,
,,,Examples,4.6+; 7.5+,,General Examples,Examples,,
,,,,,,,,,
,,Laboratory,,,,,,,
,,,Introduction,<none>,,Laboratory Orders and Results,Text,,
,,,General Use Cases / Background,<none>,,Laboratory Orders and Results,Text,,
,,,Implementation Considerations,<none>,,Laboratory Orders and Results,Text,,
,,,Technical Specs,,,Laboratory Orders and Results,Text,,
,,,,4.4.6,OML – laboratory order message (event O21),Message - General Laboratory Order,Message,Text,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - General Laboratory Order,Message,Text,
,,,,4.4.6,OML – laboratory order message (event O21),Message - General Laboratory Order,Message,Tab - OML^O21^OML_O21,
,,,,4.4.6,OML – laboratory order message (event O21),Message - General Laboratory Order,Message,Tab - OML^O21 Interaction,
,,,,4.4.7 (minus 4.4.7.1; 4.4.7.2),ORL – general laboratory order response message to any OML,Message - General Laboratory Order,Message,Tab - OML^O21 Interaction,"Remove the statement ""There is not supposed to be an Application Level acknowledgement to an Application Level Acknowledgement message. In Enhanced Mode, MSH-16 SHALL always be set to NE (Never)."" and put it into the general Chapter 2 discussion if not there yet."
,,,,4.4.7.1,Patient Segments Required,Message - General Laboratory Order,Message,Tab - ORL^O22^ORL_O22,
,,,,4.4.7.1,Patient Segments Required,Message - General Laboratory Order,Message,Tab - ORL^O22 Interaction,
,,,,4.4.7.2,Patient Segments Optional,Message - General Laboratory Order,Message,Tab - ORL^O53^ORL_O53,
,,,,4.4.7.2,Patient Segments Optional,Message - General Laboratory Order,Message,Tab - ORL^O53 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - General Laboratory Order,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - General Laboratory Order,Message,Tab - OSU Interaction,
,,,,4.4.8,OML – Laboratory order for multiple orders related to a single specimen (event O33),Message - Multiple Laboratory Orders for Single Specimen,Message,Text,
,,,,4.4.8,OML – Laboratory order for multiple orders related to a single specimen (event O33),Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - OML^O33^OML_O33,
,,,,4.4.8,OML – Laboratory order for multiple orders related to a single specimen (event O33),Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - OML^O33 Interaction,
,,,,4.4.9 (minus 4.4.9.1; 4.4.9.2),ORL – Laboratory order response message to a multiple order related to single specimen OML (Event O34 and O54),Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - OML^O33 Interaction,"Remove the statement ""There is not supposed to be an Application Level acknowledgement to an Application Level Acknowledgement message. In Enhanced Mode, MSH-16 SHALL always be set to NE (Never)."" and put it into the general Chapter 2 discussion if not there yet."
,,,,4.4.9.1,Patient Segments Required,Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - ORL^O34^ORL_O34,
,,,,4.4.9.1,Patient Segments Required,Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - ORL^O34 Interaction,
,,,,4.4.9.2,Patient Segments Optional,Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - ORL^O54^ORL_O54,
,,,,4.4.9.2,Patient Segments Optional,Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - ORL^O54 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Multiple Laboratory Orders for Single Specimen,Message,Tab - OSU Interaction,
,,,,4.4.10,OML – Laboratory order for multiple orders related to a single container of a specimen (event O35),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Text,
,,,,4.4.10,OML – Laboratory order for multiple orders related to a single container of a specimen (event O35),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - OML^O35^OML_O35,
,,,,4.4.10,OML – Laboratory order for multiple orders related to a single container of a specimen (event O35),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - OML^O35 Interaction,
,,,,4.4.11 (minus 4.4.11.1 and 4.4.11.2),ORL – Laboratory order response message to a single container of a specimen OML(Event O36 and O55),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - OML^O35 Interaction,"Remove the statement ""There is not supposed to be an Application Level acknowledgement to an Application Level Acknowledgement message. In Enhanced Mode, MSH-16 SHALL always be set to NE (Never)."" and put it into the general Chapter 2 discussion if not there yet."
,,,,4.4.11.1,Patient Segments Required,Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - ORL^O36^ORL_O36,
,,,,4.4.11.1,Patient Segments Required,Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - ORL^O36 Interaction,
,,,,4.4.11.2,Patient Segments Optional,Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - ORL^O55^ORL_O54,
,,,,4.4.11.2,Patient Segments Optional,Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - ORL^O55 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Multiple Laboratory Orders for a Singel Container of a Specimen,Message,Tab - OSU Interaction,
,,,,4.4.12,OML – Specimen shipment centric laboratory order (event O39),Message - Laboratory Order for All Specimens in Shipment,Message,Text,
,,,,4.4.12,OML – Specimen shipment centric laboratory order (event O39),Message - Laboratory Order for All Specimens in Shipment,Message,Tab - OML^O39^OML_O39,
,,,,4.4.12,OML – Specimen shipment centric laboratory order (event O39),Message - Laboratory Order for All Specimens in Shipment,Message,Tab - OML^O39 Interaction,
,,,,4.4.13 (minus 4.4.13.1; 4.4.13.2),ORL – Specimen shipment centric laboratory order response message to specimen shipment OML(Event O40 and O56),Message - Laboratory Order for All Specimens in Shipment,Message,Tab - OML^O39 Interaction,"Remove the statement ""There is not supposed to be an Application Level acknowledgement to an Application Level Acknowledgement message. In Enhanced Mode, MSH-16 SHALL always be set to NE (Never)."" and put it into the general Chapter 2 discussion if not there yet."
,,,,4.4.13.1,Patient Segments Required,Message - Laboratory Order for All Specimens in Shipment,Message,Tab - ORL^O40^ORL_O40,
,,,,4.4.13.1,Patient Segments Required,Message - Laboratory Order for All Specimens in Shipment,Message,Tab - ORL^O40 Interaction,
,,,,4.4.13.2,Patient Segments Optional,Message - Laboratory Order for All Specimens in Shipment,Message,Tab - ORL^O55^ORL_O54,
,,,,4.4.13.2,Patient Segments Optional,Message - Laboratory Order for All Specimens in Shipment,Message,Tab - ORL^O56 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Laboratory Order for All Specimens in Shipment,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Laboratory Order for All Specimens in Shipment,Message,Tab - OSU Interaction,
